CVE ID,Vulnerability Type(s),Score
CVE-2018-14982,,7.5
CVE-2018-14981,,7.5
CVE-2018-14979,#NAME?,1.9
CVE-2018-14978,CSRF,6.8
CVE-2018-14977,XSS,4.3
CVE-2018-14976,XSS,3.5
CVE-2018-14975,XSS,3.5
CVE-2018-14974,XSS,3.5
CVE-2018-14973,XSS,3.5
CVE-2018-14972,XSS,3.5
CVE-2018-14971,XSS,3.5
CVE-2018-14970,XSS,3.5
CVE-2018-14969,XSS,3.5
CVE-2018-14968,Sql,7.5
CVE-2018-14967,Sql,6.5
CVE-2018-14966,CSRF,6.8
CVE-2018-14965,CSRF,6.8
CVE-2018-14964,XSS,3.5
CVE-2018-14963,CSRF,6.8
CVE-2018-14962,XSS,3.5
CVE-2018-14961,Sql,5.0
CVE-2018-14960,CSRF,6.8
CVE-2018-14959,CSRF,6.8
CVE-2018-14958,CSRF,6.8
CVE-2018-14957,Dir. Trav.,7.5
CVE-2018-14956,Sql +Info,7.5
CVE-2018-14955,XSS,4.3
CVE-2018-14954,XSS,4.3
CVE-2018-14953,XSS,4.3
CVE-2018-14952,XSS,4.3
CVE-2018-14951,XSS,4.3
CVE-2018-14950,XSS,4.3
CVE-2018-14948,Overflow,6.8
CVE-2018-14947,Overflow,6.8
CVE-2018-14946,Overflow,6.8
CVE-2018-14945,Overflow,6.8
CVE-2018-14944,,6.8
CVE-2018-14943,,10.0
CVE-2018-14942,Dir. Trav.,4.0
CVE-2018-14941,#NAME?,4.0
CVE-2018-14940,DoS,5.0
CVE-2018-14939,DoS Overflow,7.5
CVE-2018-14938,DoS Overflow,6.4
CVE-2018-14937,XSS,3.5
CVE-2018-14936,XSS,3.5
CVE-2018-14935,XSS,4.3
CVE-2018-14934,,3.3
CVE-2018-14933,Exec Code,10.0
CVE-2018-14929,XSS,4.3
CVE-2018-14928,#NAME?,7.8
CVE-2018-14927,Dir. Trav.,5.0
CVE-2018-14926,CSRF,6.8
CVE-2018-14925,,7.5
CVE-2018-14924,XSS,4.3
CVE-2018-14923,Exec Code,9.3
CVE-2018-14922,XSS,4.3
CVE-2018-14912,Dir. Trav.,5.0
CVE-2018-14911,Bypass,6.5
CVE-2018-14910,Exec Code CSRF,6.8
CVE-2018-14908,CSRF,6.8
CVE-2018-14907,#NAME?,5.0
CVE-2018-14906,XSS,4.3
CVE-2018-14905,XSS,4.3
CVE-2018-14904,XSS,4.3
CVE-2018-14903,,5.0
CVE-2018-14902,#NAME?,5.0
CVE-2018-14901,,5.0
CVE-2018-14900,,5.0
CVE-2018-14899,XSS,4.3
CVE-2018-14893,Exec Code,9.0
CVE-2018-14892,CSRF,6.8
CVE-2018-14891,,4.6
CVE-2018-14890,XSS,3.5
CVE-2018-14889,Exec Code,4.6
CVE-2018-14888,XSS,4.3
CVE-2018-14884,,5.0
CVE-2018-14883,Overflow,5.0
CVE-2018-14878,Exec Code,6.8
CVE-2018-14877,XSS,3.5
CVE-2018-14876,,4.3
CVE-2018-14873,XSS,3.5
CVE-2018-14872,,5.0
CVE-2018-14869,XSS,3.5
CVE-2018-14858,,5.0
CVE-2018-14857,Exec Code +Priv,6.5
CVE-2018-14856,Exec Code Overflow,5.8
CVE-2018-14855,Exec Code Overflow,5.8
CVE-2018-14854,Exec Code Overflow,5.8
CVE-2018-14853,Exec Code,3.3
CVE-2018-14852,Exec Code Overflow,5.8
CVE-2018-14851,DoS,4.3
CVE-2018-14850,#NAME?,3.5
CVE-2018-14849,XSS,3.5
CVE-2018-14847,Dir. Trav.,6.4
CVE-2018-14846,XSS,3.5
CVE-2018-14840,XSS,4.3
CVE-2018-14838,XSS,4.3
CVE-2018-14837,XSS,3.5
CVE-2018-14836,,4.0
CVE-2018-14835,XSS,3.5
CVE-2018-14829,Exec Code Overflow,7.5
CVE-2018-14828,,7.2
CVE-2018-14827,,5.0
CVE-2018-14826,Exec Code Bypass,7.5
CVE-2018-14825,#NAME?,6.8
CVE-2018-14824,,4.3
CVE-2018-14823,Exec Code Overflow,7.5
CVE-2018-14822,Exec Code +Info,7.5
CVE-2018-14821,Overflow,5.0
CVE-2018-14820,,6.4
CVE-2018-14819,Exec Code,7.5
CVE-2018-14818,Exec Code Overflow,7.5
CVE-2018-14817,Exec Code,7.5
CVE-2018-14816,Exec Code Overflow,7.5
CVE-2018-14815,Exec Code,7.5
CVE-2018-14813,Exec Code Overflow,7.5
CVE-2018-14812,,6.8
CVE-2018-14811,Exec Code,7.5
CVE-2018-14810,Exec Code,9.3
CVE-2018-14809,Exec Code,7.5
CVE-2018-14808,,4.0
CVE-2018-14807,Exec Code Overflow,7.5
CVE-2018-14806,Exec Code Dir. Trav.,7.5
CVE-2018-14805,,7.5
CVE-2018-14804,Exec Code,7.5
CVE-2018-14803,#NAME?,5.0
CVE-2018-14802,Exec Code Overflow,7.5
CVE-2018-14801,,7.2
CVE-2018-14800,Exec Code,6.8
CVE-2018-14799,Overflow,4.6
CVE-2018-14798,,5.0
CVE-2018-14797,Exec Code,6.8
CVE-2018-14796,DoS,7.8
CVE-2018-14795,Dir. Trav.,6.5
CVE-2018-14794,Overflow,7.5
CVE-2018-14793,Exec Code Overflow,5.8
CVE-2018-14792,Exec Code Overflow,6.8
CVE-2018-14791,,4.6
CVE-2018-14790,Exec Code,10.0
CVE-2018-14789,Exec Code,4.6
CVE-2018-14788,Overflow,5.0
CVE-2018-14787,Exec Code,4.6
CVE-2018-14786,,7.5
CVE-2018-14785,#NAME?,5.0
CVE-2018-14784,XSS,4.3
CVE-2018-14783,CSRF,6.8
CVE-2018-14782,,5.0
CVE-2018-14781,,2.9
CVE-2018-14780,,2.1
CVE-2018-14779,Overflow,7.2
CVE-2018-14777,XSS,3.5
CVE-2018-14776,XSS,3.5
CVE-2018-14775,DoS,4.9
CVE-2018-14774,,5.0
CVE-2018-14773,,4.0
CVE-2018-14772,Exec Code,9.0
CVE-2018-14771,Exec Code,9.0
CVE-2018-14770,Exec Code,9.0
CVE-2018-14769,CSRF,6.8
CVE-2018-14768,Exec Code,9.0
CVE-2018-14819,Exec Code,7.5
CVE-2018-14818,Exec Code Overflow,7.5
CVE-2018-14817,Exec Code,7.5
CVE-2018-14816,Exec Code Overflow,7.5
CVE-2018-14815,Exec Code,7.5
CVE-2018-14813,Exec Code Overflow,7.5
CVE-2018-14812,,6.8
CVE-2018-14811,Exec Code,7.5
CVE-2018-14810,Exec Code,9.3
CVE-2018-14809,Exec Code,7.5
CVE-2018-14808,,4.0
CVE-2018-14807,Exec Code Overflow,7.5
CVE-2018-14806,Exec Code Dir. Trav.,7.5
CVE-2018-14805,,7.5
CVE-2018-14804,Exec Code,7.5
CVE-2018-14803,#NAME?,5.0
CVE-2018-14802,Exec Code Overflow,7.5
CVE-2018-14801,,7.2
CVE-2018-14800,Exec Code,6.8
CVE-2018-14799,Overflow,4.6
CVE-2018-14798,,5.0
CVE-2018-14797,Exec Code,6.8
CVE-2018-14796,DoS,7.8
CVE-2018-14795,Dir. Trav.,6.5
CVE-2018-14794,Overflow,7.5
CVE-2018-14793,Exec Code Overflow,5.8
CVE-2018-14792,Exec Code Overflow,6.8
CVE-2018-14791,,4.6
CVE-2018-14790,Exec Code,10.0
CVE-2018-14789,Exec Code,4.6
CVE-2018-14788,Overflow,5.0
CVE-2018-14787,Exec Code,4.6
CVE-2018-14786,,7.5
CVE-2018-14785,#NAME?,5.0
CVE-2018-14784,XSS,4.3
CVE-2018-14783,CSRF,6.8
CVE-2018-14782,,5.0
CVE-2018-14781,,2.9
CVE-2018-14780,,2.1
CVE-2018-14779,Overflow,7.2
CVE-2018-14777,XSS,3.5
CVE-2018-14776,XSS,3.5
CVE-2018-14775,DoS,4.9
CVE-2018-14774,,5.0
CVE-2018-14773,,4.0
CVE-2018-14772,Exec Code,9.0
CVE-2018-14771,Exec Code,9.0
CVE-2018-14770,Exec Code,9.0
CVE-2018-14769,CSRF,6.8
CVE-2018-14768,Exec Code,9.0
CVE-2018-14664,Exec Code XSS,3.5
CVE-2018-14663,,4.3
CVE-2018-14661,DoS,4.0
CVE-2018-14660,,4.0
CVE-2018-14659,DoS,4.0
CVE-2018-14658,,5.8
CVE-2018-14657,,4.3
CVE-2018-14656,,2.1
CVE-2018-14655,XSS,3.5
CVE-2018-14654,Dir. Trav.,8.5
CVE-2018-14653,DoS Overflow,6.5
CVE-2018-14652,DoS Overflow,4.0
CVE-2018-14651,DoS Exec Code,6.5
CVE-2018-14650,,1.9
CVE-2018-14649,Exec Code,10.0
CVE-2018-14648,DoS,7.8
CVE-2018-14647,DoS,5.0
CVE-2018-14646,DoS,4.9
CVE-2018-14645,DoS,5.0
CVE-2018-14644,,4.3
CVE-2018-14643,Exec Code Bypass,10.0
CVE-2018-14642,#NAME?,5.0
CVE-2018-14641,,7.1
CVE-2018-14638,DoS,5.0
CVE-2018-14637,,6.8
CVE-2018-14636,,3.5
CVE-2018-14635,DoS Bypass,4.0
CVE-2018-14634,Overflow,7.2
CVE-2018-14633,Overflow,8.3
CVE-2018-14632,DoS,4.0
CVE-2018-14631,XSS,4.3
CVE-2018-14630,Exec Code,6.5
CVE-2018-14629,DoS,4.0
CVE-2018-14627,,4.3
CVE-2018-14626,DoS,5.0
CVE-2018-14625,#NAME?,4.4
CVE-2018-14624,,5.0
CVE-2018-14623,Sql,4.0
CVE-2018-14622,,5.0
CVE-2018-14621,,7.8
CVE-2018-14620,,7.5
CVE-2018-14619,,7.2
CVE-2018-14618,Overflow,10.0
CVE-2018-14617,,7.1
CVE-2018-14616,,7.1
CVE-2018-14615,Overflow,7.1
CVE-2018-14614,,7.1
CVE-2018-14613,,7.1
CVE-2018-14612,,7.1
CVE-2018-14611,,7.1
CVE-2018-14610,,7.1
CVE-2018-14609,,7.1
CVE-2018-14608,Bypass,5.0
CVE-2018-14607,#NAME?,5.0
CVE-2018-14606,XSS,3.5
CVE-2018-14605,XSS,3.5
CVE-2018-14604,XSS,4.3
CVE-2018-14603,CSRF,6.8
CVE-2018-14602,#NAME?,5.0
CVE-2018-14601,DoS,5.0
CVE-2018-14600,Exec Code,7.5
CVE-2018-14599,,7.5
CVE-2018-14598,Overflow,5.0
CVE-2018-14597,#NAME?,5.0
CVE-2018-14596,DoS,5.0
CVE-2018-14593,,6.5
CVE-2018-14592,Sql,7.5
CVE-2018-14590,Overflow,5.0
CVE-2018-14589,,6.8
CVE-2018-14588,,5.0
CVE-2018-14587,,6.8
CVE-2018-14586,Overflow,6.8
CVE-2018-14585,,6.8
CVE-2018-14584,,6.8
CVE-2018-14583,CSRF,6.8
CVE-2018-14582,CSRF,6.8
CVE-2018-14581,Exec Code,6.8
CVE-2018-14579,Exec Code +Info,7.5
CVE-2018-14576,Overflow,5.0
CVE-2018-14574,,5.8
CVE-2018-14573,Dir. Trav. File Inclusion,2.1
CVE-2018-14572,Exec Code,6.8
CVE-2018-14570,Exec Code,6.5
CVE-2018-14568,Bypass,5.0
CVE-2018-14567,DoS,4.3
CVE-2018-14565,,7.5
CVE-2018-14564,Overflow,7.5
CVE-2018-14563,Overflow Mem. Corr.,7.5
CVE-2018-14562,,7.5
CVE-2018-14558,Exec Code,10.0
CVE-2018-14551,Mem. Corr.,7.5
CVE-2018-14549,,4.3
CVE-2018-14545,,4.3
CVE-2018-14544,,4.3
CVE-2018-14543,,4.3
CVE-2018-14541,XSS,3.5
CVE-2018-14533,#NAME?,7.2
CVE-2018-14532,,7.5
CVE-2018-14531,Overflow,7.5
CVE-2018-14527,XSS,4.3
CVE-2018-14526,,3.3
CVE-2018-14524,,4.3
CVE-2018-14523,,6.8
CVE-2018-14522,Overflow,6.8
CVE-2018-14521,Overflow,6.8
CVE-2018-14517,XSS,4.3
CVE-2018-14515,Sql,7.5
CVE-2018-14514,,7.5
CVE-2018-14513,XSS,4.3
CVE-2018-14512,XSS,4.3
CVE-2018-14505,,6.8
CVE-2018-14504,Exec Code XSS,4.3
CVE-2018-14503,XSS,4.3
CVE-2018-14501,Sql,7.5
CVE-2018-14500,XSS,4.3
CVE-2018-14497,XSS,3.5
CVE-2018-14493,XSS,4.3
CVE-2018-14492,Overflow,5.0
CVE-2018-14474,,5.8
CVE-2018-14473,DoS,6.4
CVE-2018-14472,Sql,6.5
CVE-2018-14471,DoS,4.3
CVE-2018-14460,,6.8
CVE-2018-14459,,6.8
CVE-2018-14458,Overflow,6.8
CVE-2018-14457,,6.8
CVE-2018-14456,,6.8
CVE-2018-14455,,6.8
CVE-2018-14454,,6.8
CVE-2018-14453,Overflow,6.8
CVE-2018-14452,,6.8
CVE-2018-14451,Overflow,6.8
CVE-2018-14450,,6.8
CVE-2018-14449,,6.8
CVE-2018-14448,,4.3
CVE-2018-14447,,6.8
CVE-2018-14446,DoS Overflow,6.8
CVE-2018-14445,DoS,4.3
CVE-2018-14444,Overflow,5.0
CVE-2018-14443,DoS Overflow,4.3
CVE-2018-14442,Exec Code,7.5
CVE-2018-14441,,7.5
CVE-2018-14440,Sql,7.5
CVE-2018-14439,,5.0
CVE-2018-14438,,5.0
CVE-2018-14437,,4.3
CVE-2018-14436,,4.3
CVE-2018-14435,,4.3
CVE-2018-14434,,4.3
CVE-2018-14432,Bypass +Info,3.5
CVE-2018-14430,XSS,4.3
CVE-2018-14429,Dir. Trav. File Inclusion,5.0
CVE-2018-14424,DoS Exec Code,4.6
CVE-2018-14423,DoS,5.0
CVE-2018-14422,XSS,4.3
CVE-2018-14421,Exec Code CSRF,6.8
CVE-2018-14420,CSRF,6.8
CVE-2018-14419,XSS,3.5
CVE-2018-14418,Sql,7.5
CVE-2018-14417,Exec Code,10.0
CVE-2018-14415,XSS,4.3
CVE-2018-14404,DoS,5.0
CVE-2018-14403,,7.5
CVE-2018-14402,,5.0
CVE-2018-14401,,5.0
CVE-2018-14400,Exec Code,0.0
CVE-2018-14399,Exec Code,7.5
CVE-2018-14398,,5.8
CVE-2018-14397,XSS,3.5
CVE-2018-14396,XSS,3.5
CVE-2018-14395,DoS,4.3
CVE-2018-14394,DoS,4.3
CVE-2018-14392,XSS,4.3
CVE-2018-14389,Sql,7.5
CVE-2018-14388,XSS,3.5
CVE-2018-14387,,6.8
CVE-2018-14382,XSS,4.3
CVE-2018-14381,,5.8
CVE-2018-14380,XSS,4.3
CVE-2018-14379,DoS Mem. Corr.,6.8
CVE-2018-14378,Overflow,0.0
CVE-2018-14375,Overflow,0.0
CVE-2018-14374,Overflow,0.0
CVE-2018-14373,Overflow,0.0
CVE-2018-14371,Dir. Trav.,5.0
CVE-2018-14370,,5.0
CVE-2018-14369,,5.0
CVE-2018-14368,,7.8
CVE-2018-14367,,5.0
CVE-2018-14366,,5.8
CVE-2018-14364,Exec Code Dir. Trav.,7.5
CVE-2018-14363,Dir. Trav.,5.0
CVE-2018-14362,Overflow,7.5
CVE-2018-14361,,7.5
CVE-2018-14360,Overflow,7.5
CVE-2018-14359,Overflow,7.5
CVE-2018-14358,Overflow,7.5
CVE-2018-14357,Exec Code,7.5
CVE-2018-14356,,7.5
CVE-2018-14355,Dir. Trav.,5.0
CVE-2018-14354,Exec Code,7.5
CVE-2018-14353,,7.5
CVE-2018-14352,Overflow,7.5
CVE-2018-14351,,7.5
CVE-2018-14350,Overflow,7.5
CVE-2018-14349,,7.5
CVE-2018-14348,#NAME?,5.5
CVE-2018-14347,,4.3
CVE-2018-14346,Overflow,6.8
CVE-2018-14345,,6.0
CVE-2018-14344,,5.0
CVE-2018-14343,,5.0
CVE-2018-14342,,7.8
CVE-2018-14341,Overflow,7.8
CVE-2018-14340,,5.0
CVE-2018-14339,,5.0
CVE-2018-14338,Overflow,6.8
CVE-2018-14337,Overflow,5.0
CVE-2018-14336,DoS,5.0
CVE-2018-14335,,4.0
CVE-2018-14334,,7.5
CVE-2018-14333,#NAME?,4.3
CVE-2018-14332,,1.9
CVE-2018-14331,CSRF,6.8
CVE-2018-14329,,3.3
CVE-2018-14328,#NAME?,5.0
CVE-2018-14327,#NAME?,9.3
CVE-2018-14326,Overflow Mem. Corr.,6.8
CVE-2018-14325,Mem. Corr.,6.8
CVE-2018-14324,#NAME?,10.0
CVE-2018-14320,Exec Code Overflow Mem. Corr.,4.3
CVE-2018-14318,Exec Code,6.8
CVE-2018-14317,Exec Code,6.8
CVE-2018-14316,Exec Code +Info,4.3
CVE-2018-14315,Exec Code,6.8
CVE-2018-14314,Exec Code,6.8
CVE-2018-14313,Exec Code,6.8
CVE-2018-14312,Exec Code,6.8
CVE-2018-14311,Exec Code,6.8
CVE-2018-14310,Exec Code,6.8
CVE-2018-14309,Exec Code,6.8
CVE-2018-14308,Exec Code,6.8
CVE-2018-14307,Exec Code,6.8
CVE-2018-14306,Exec Code,6.8
CVE-2018-14305,Exec Code,6.8
CVE-2018-14304,Exec Code,6.8
CVE-2018-14303,Exec Code,6.8
CVE-2018-14302,Exec Code,6.8
CVE-2018-14301,Exec Code,6.8
CVE-2018-14300,Exec Code,6.8
CVE-2018-14299,Exec Code,6.8
CVE-2018-14298,Exec Code,6.8
CVE-2018-14297,Exec Code,6.8
CVE-2018-14296,Exec Code,6.8
CVE-2018-14295,Exec Code Overflow,6.8
CVE-2018-14294,Exec Code,6.8
CVE-2018-14293,Exec Code,6.8
CVE-2018-14292,Exec Code,6.8
CVE-2018-14291,Exec Code,6.8
CVE-2018-14290,Exec Code Overflow,6.8
CVE-2018-14289,Exec Code,4.3
CVE-2018-14288,Exec Code,6.8
CVE-2018-14287,Exec Code,6.8
CVE-2018-14286,Exec Code,6.8
CVE-2018-14285,Exec Code,6.8
CVE-2018-14284,Exec Code,6.8
CVE-2018-14283,Exec Code,6.8
CVE-2018-14282,Exec Code,6.8
CVE-2018-14281,Exec Code,6.8
CVE-2018-14280,Exec Code,6.8
CVE-2018-14279,Exec Code,6.8
CVE-2018-14278,Exec Code,6.8
CVE-2018-14277,Exec Code,6.8
CVE-2018-14276,Exec Code,6.8
CVE-2018-14275,Exec Code,6.8
CVE-2018-14274,Exec Code,6.8
CVE-2018-14273,Exec Code,6.8
CVE-2018-14272,Exec Code,6.8
CVE-2018-14271,Exec Code,6.8
CVE-2018-14270,Exec Code,6.8
CVE-2018-14269,Exec Code,6.8
CVE-2018-14268,Exec Code,6.8
CVE-2018-14267,Exec Code,6.8
CVE-2018-14266,Exec Code,6.8
CVE-2018-14265,Exec Code,6.8
CVE-2018-14264,Exec Code,6.8
CVE-2018-14263,Exec Code,6.8
CVE-2018-14262,Exec Code,6.8
CVE-2018-14261,Exec Code,6.8
CVE-2018-14260,Exec Code,6.8
CVE-2018-14259,Exec Code,6.8
CVE-2018-14258,Exec Code,6.8
CVE-2018-14257,Exec Code,6.8
CVE-2018-14256,Exec Code,6.8
CVE-2018-14255,Exec Code,6.8
CVE-2018-14254,Exec Code,6.8
CVE-2018-14253,Exec Code,6.8
CVE-2018-14252,Exec Code,6.8
CVE-2018-14251,Exec Code,6.8
CVE-2018-14250,Exec Code,6.8
CVE-2018-14249,Exec Code,6.8
CVE-2018-14248,Exec Code,6.8
CVE-2018-14247,Exec Code,6.8
CVE-2018-14246,Exec Code,6.8
CVE-2018-14245,Exec Code,6.8
CVE-2018-14244,Exec Code,6.8
CVE-2018-14243,Exec Code,6.8
CVE-2018-14242,Exec Code,6.8
CVE-2018-14241,Exec Code,6.8
CVE-2018-14089,,5.0
CVE-2018-14088,Overflow,7.5
CVE-2018-14087,Overflow,7.5
CVE-2018-14086,Overflow,7.5
CVE-2018-14085,,5.0
CVE-2018-14084,Overflow,7.5
CVE-2018-14083,#NAME?,5.0
CVE-2018-14082,XSS,3.5
CVE-2018-14081,,5.0
CVE-2018-14080,Bypass,5.0
CVE-2018-14079,#NAME?,5.0
CVE-2018-14078,,10.0
CVE-2018-14077,,5.0
CVE-2018-14073,,5.0
CVE-2018-14072,,5.0
CVE-2018-14071,,7.5
CVE-2018-14069,CSRF,6.0
CVE-2018-14068,CSRF,6.8
CVE-2018-14066,Sql,7.5
CVE-2018-14065,,7.5
CVE-2018-14064,Dir. Trav.,5.0
CVE-2018-14063,Overflow,7.5
CVE-2018-14060,Exec Code,10.0
CVE-2018-14059,XSS,3.5
CVE-2018-14058,Sql,4.0
CVE-2018-14057,CSRF,6.8
CVE-2018-14056,Dir. Trav.,5.0
CVE-2018-14055,,4.0
CVE-2018-14054,,7.5
CVE-2018-14052,,4.3
CVE-2018-14051,,5.0
CVE-2018-14050,,4.3
CVE-2018-14049,,4.3
CVE-2018-14048,,4.3
CVE-2018-14047,Overflow,4.3
CVE-2018-14046,,6.8
CVE-2018-14045,DoS,5.0
CVE-2018-14044,DoS,5.0
CVE-2018-14043,,7.5
CVE-2018-14042,XSS,4.3
CVE-2018-14041,XSS,4.3
CVE-2018-14040,XSS,4.3
CVE-2018-14037,XSS,4.3
CVE-2018-14036,Dir. Trav.,4.0
CVE-2018-14035,,6.8
CVE-2018-14034,,6.8
CVE-2018-14033,,6.8
CVE-2018-14032,,0.0
CVE-2018-14031,,6.8
CVE-2018-14029,CSRF,6.8
CVE-2018-14028,Exec Code,6.5
CVE-2018-14023,#NAME?,2.1
CVE-2018-14020,Bypass,5.0
CVE-2018-14017,DoS,4.3
CVE-2018-14016,DoS,4.3
CVE-2018-14015,DoS Overflow,4.3
CVE-2018-14014,CSRF,6.8
CVE-2018-14012,Sql,7.5
CVE-2018-14010,Exec Code,10.0
CVE-2018-14009,Exec Code,10.0
CVE-2018-14007,Dir. Trav.,10.0
CVE-2018-14006,Overflow,5.0
CVE-2018-14005,Overflow,5.0
CVE-2018-14004,Overflow,5.0
CVE-2018-14003,Overflow,5.0
CVE-2018-14002,Overflow,5.0
CVE-2018-14001,Overflow,5.0
CVE-2018-13999,XSS,3.5
CVE-2018-13998,XSS,3.5
CVE-2018-13997,Overflow,5.0
CVE-2018-13996,,7.5
CVE-2018-13989,CSRF,8.3
CVE-2018-13988,DoS Mem. Corr.,4.3
CVE-2018-13982,Exec Code Dir. Trav. Bypass,5.0
CVE-2018-13981,Exec Code,7.5
CVE-2018-13980,Dir. Trav.,2.1
CVE-2018-13879,XSS,3.5
CVE-2018-13878,XSS,4.3
CVE-2018-13877,DoS,5.0
CVE-2018-13876,Overflow,7.5
CVE-2018-13875,,6.8
CVE-2018-13874,Overflow,7.5
CVE-2018-13873,,7.5
CVE-2018-13872,Overflow,7.5
CVE-2018-13871,Overflow,7.5
CVE-2018-13870,,7.5
CVE-2018-13869,Overflow,7.5
CVE-2018-13868,,7.5
CVE-2018-13867,,7.5
CVE-2018-13866,,7.5
CVE-2018-13865,XSS Bypass,4.3
CVE-2018-13864,Dir. Trav.,5.0
CVE-2018-13863,DoS,5.0
CVE-2018-13862,,7.5
CVE-2018-13861,,10.0
CVE-2018-13860,#NAME?,5.0
CVE-2018-13859,,7.5
CVE-2018-13858,,10.0
CVE-2018-13850,Sql,7.5
CVE-2018-13849,XSS,4.3
CVE-2018-13848,Overflow,5.0
CVE-2018-13847,Overflow,5.0
CVE-2018-13846,,7.5
CVE-2018-13845,,7.5
CVE-2018-13844,,5.0
CVE-2018-13843,,5.0
CVE-2018-13836,Overflow,5.0
CVE-2018-13833,DoS Overflow,6.8
CVE-2018-13832,XSS,3.5
CVE-2018-13826,,6.4
CVE-2018-13825,XSS,4.3
CVE-2018-13824,Sql,7.5
CVE-2018-13823,,5.0
CVE-2018-13822,,5.0
CVE-2018-13821,,7.5
CVE-2018-13820,,5.0
CVE-2018-13819,,5.0
CVE-2018-13818,,7.5
CVE-2018-13816,,7.5
CVE-2018-13815,,5.0
CVE-2018-13814,,6.8
CVE-2018-13813,,5.8
CVE-2018-13812,Dir. Trav.,5.0
CVE-2018-13811,#NAME?,2.1
CVE-2018-13807,,7.8
CVE-2018-13806,Exec Code,9.3
CVE-2018-13805,,5.0
CVE-2018-13804,Bypass,9.3
CVE-2018-13802,Exec Code,9.0
CVE-2018-13801,#NAME?,9.0
CVE-2018-13800,CSRF,4.9
CVE-2018-13799,,6.4
CVE-2018-13797,,7.5
CVE-2018-13796,,4.3
CVE-2018-13795,,5.0
CVE-2018-13794,Overflow,7.5
CVE-2018-13793,CSRF,6.8
CVE-2018-13791,,7.5
CVE-2018-13790,,6.5
CVE-2018-13789,,5.0
CVE-2018-13787,,7.2
CVE-2018-13785,DoS Overflow,4.3
CVE-2018-13784,,6.4
CVE-2018-13783,Overflow,5.0
CVE-2018-13782,Overflow,5.0
CVE-2018-13781,Overflow,5.0
CVE-2018-13780,Overflow,5.0
CVE-2018-13779,Overflow,5.0
CVE-2018-13778,Overflow,5.0
CVE-2018-13777,Overflow,5.0
CVE-2018-13776,Overflow,5.0
CVE-2018-13775,Overflow,5.0
CVE-2018-13774,Overflow,5.0
CVE-2018-13773,Overflow,5.0
CVE-2018-13772,Overflow,5.0
CVE-2018-13771,Overflow,5.0
CVE-2018-13770,Overflow,5.0
CVE-2018-13769,Overflow,5.0
CVE-2018-13768,Overflow,5.0
CVE-2018-13767,Overflow,5.0
CVE-2018-13766,Overflow,5.0
CVE-2018-13765,Overflow,5.0
CVE-2018-13764,Overflow,5.0
CVE-2018-13763,Overflow,5.0
CVE-2018-13762,Overflow,5.0
CVE-2018-13761,Overflow,5.0
CVE-2018-13760,Overflow,5.0
CVE-2018-13759,Overflow,5.0
CVE-2018-13758,Overflow,5.0
CVE-2018-13757,Overflow,5.0
CVE-2018-13756,Overflow,5.0
CVE-2018-13755,Overflow,5.0
CVE-2018-13754,Overflow,5.0
CVE-2018-13753,Overflow,5.0
CVE-2018-13752,Overflow,5.0
CVE-2018-13751,Overflow,5.0
CVE-2018-13750,Overflow,5.0
CVE-2018-13749,Overflow,5.0
CVE-2018-13748,Overflow,5.0
CVE-2018-13747,Overflow,5.0
CVE-2018-13746,Overflow,5.0
CVE-2018-13745,Overflow,5.0
CVE-2018-13744,Overflow,5.0
CVE-2018-13743,Overflow,5.0
CVE-2018-13742,Overflow,5.0
CVE-2018-13741,Overflow,5.0
CVE-2018-13740,Overflow,5.0
CVE-2018-13739,Overflow,5.0
CVE-2018-13738,Overflow,5.0
CVE-2018-13737,Overflow,5.0
CVE-2018-13736,Overflow,5.0
CVE-2018-13735,Overflow,5.0
CVE-2018-13734,Overflow,5.0
CVE-2018-13733,Overflow,5.0
CVE-2018-13732,Overflow,5.0
CVE-2018-13731,Overflow,5.0
CVE-2018-13730,Overflow,5.0
CVE-2018-13729,Overflow,5.0
CVE-2018-13728,Overflow,5.0
CVE-2018-13727,Overflow,5.0
CVE-2018-13726,Overflow,5.0
CVE-2018-13725,Overflow,5.0
CVE-2018-13724,Overflow,5.0
CVE-2018-13723,Overflow,5.0
CVE-2018-13722,Overflow,5.0
CVE-2018-13721,Overflow,5.0
CVE-2018-13720,Overflow,5.0
CVE-2018-13719,Overflow,5.0
CVE-2018-13718,Overflow,5.0
CVE-2018-13717,Overflow,5.0
CVE-2018-13716,Overflow,5.0
CVE-2018-13715,Overflow,5.0
CVE-2018-13714,Overflow,5.0
CVE-2018-13713,Overflow,5.0
CVE-2018-13712,Overflow,5.0
CVE-2018-13711,Overflow,5.0
CVE-2018-13710,Overflow,5.0
CVE-2018-13709,Overflow,5.0
CVE-2018-13708,Overflow,5.0
CVE-2018-13707,Overflow,5.0
CVE-2018-13706,Overflow,5.0
CVE-2018-13705,Overflow,5.0
CVE-2018-13704,Overflow,5.0
CVE-2018-13703,Overflow,5.0
CVE-2018-13702,Overflow,5.0
CVE-2018-13701,Overflow,5.0
CVE-2018-13700,Overflow,5.0
CVE-2018-13699,Overflow,5.0
CVE-2018-13698,Overflow,5.0
CVE-2018-13697,Overflow,5.0
CVE-2018-13696,Overflow,5.0
CVE-2018-13695,Overflow,5.0
CVE-2018-13694,Overflow,5.0
CVE-2018-13693,Overflow,5.0
CVE-2018-13692,Overflow,5.0
